day,vehicle,CA,CB,CC,CD,CE
77,28,CA7,CB2,CC5,CD5,CE6
77,29,CA8,CB2,CC7,CD2,CE8
77,30,CA1,CB3,CC2,CD5,CE6
77,31,CA7,CB2,CC7,CD2,CE7
77,32,CA6,CB2,CC7,CD3,CE8
77,33,CA2,CB3,CC2,CD6,CE7
77,34,CA7,CB3,CC6,CD2,CE9
77,35,CA7,CB2,CC2,CD3,CE4
77,36,CA7,CB1,CC6,CD5,CE8
77,37,CA5,CB3,CC1,CD3,CE5
77,38,CA2,CB2,CC2,CD3,CE6
77,39,CA5,CB2,CC6,CD3,CE9
77,40,CA5,CB3,CC5,CD3,CE9
77,41,CA5,CB2,CC4,CD2,CE9
77,42,CA7,CB2,CC4,CD3,CE2
77,43,CA8,CB3,CC6,CD3,CE7
77,44,CA4,CB2,CC6,CD2,CE7
77,45,CA8,CB3,CC6,CD5,CE8
77,46,CA1,CB2,CC6,CD3,CE6
77,47,CA5,CB2,CC6,CD3,CE3
77,48,CA4,CB2,CC7,CD5,CE7
77,49,CA5,CB1,CC5,CD6,CE9
77,50,CA2,CB2,CC6,CD5,CE6
77,51,CA6,CB2,CC2,CD5,CE6
77,52,CA4,CB2,CC6,CD3,CE9
77,53,CA6,CB2,CC4,CD5,CE8
77,54,CA8,CB2,CC4,CD2,CE6
77,55,CA4,CB3,CC7,CD5,CE3
77,56,CA1,CB1,CC4,CD2,CE6
77,57,CA4,CB1,CC5,CD5,CE9
77,58,CA5,CB3,CC3,CD6,CE8
77,59,CA3,CB1,CC7,CD6,CE8
77,60,CA6,CB3,CC6,CD5,CE6
77,61,CA4,CB2,CC2,CD5,CE9
77,62,CA2,CB2,CC2,CD5,CE3
77,63,CA3,CB2,CC5,CD3,CE6
77,64,CA6,CB3,CC7,CD5,CE8
77,65,CA1,CB2,CC6,CD2,CE7
77,66,CA5,CB1,CC7,CD3,CE6
77,67,CA1,CB1,CC6,CD5,CE9
77,68,CA6,CB2,CC5,CD3,CE6
77,69,CA6,CB2,CC5,CD5,CE7
77,70,CA1,CB3,CC2,CD3,CE8
77,71,CA5,CB3,CC4,CD2,CE7
77,72,CA7,CB3,CC6,CD5,CE6
77,73,CA7,CB1,CC4,CD2,CE8
77,74,CA6,CB1,CC7,CD2,CE9
77,75,CA4,CB2,CC6,CD3,CE9
77,76,CA3,CB2,CC2,CD5,CE9
77,77,CA8,CB2,CC4,CD1,CE6
77,78,CA4,CB2,CC6,CD3,CE2
77,79,CA1,CB2,CC7,CD2,CE6
77,80,CA7,CB2,CC4,CD5,CE1
77,81,CA8,CB3,CC5,CD1,CE7
77,82,CA4,CB2,CC2,CD3,CE7
77,83,CA1,CB2,CC2,CD2,CE6
77,84,CA7,CB2,CC2,CD2,CE9
77,85,CA6,CB2,CC5,CD3,CE6
77,86,CA2,CB1,CC7,CD5,CE6
77,87,CA3,CB2,CC6,CD6,CE9
77,88,CA4,CB2,CC6,CD2,CE7
77,89,CA4,CB3,CC2,CD3,CE7
77,90,CA4,CB3,CC4,CD5,CE6
77,91,CA8,CB2,CC2,CD2,CE9
77,92,CA7,CB2,CC7,CD6,CE8
77,93,CA4,CB2,CC4,CD1,CE9
77,94,CA6,CB3,CC2,CD1,CE6
77,95,CA8,CB2,CC3,CD3,CE7
77,96,CA8,CB2,CC2,CD5,CE8
77,97,CA5,CB3,CC2,CD3,CE9
77,98,CA5,CB2,CC5,CD3,CE4
77,99,CA8,CB2,CC3,CD5,CE9
77,100,CA2,CB2,CC2,CD5,CE3
77,101,CA6,CB2,CC2,CD5,CE2
77,102,CA6,CB2,CC7,CD3,CE9
77,103,CA8,CB3,CC5,CD3,CE9
77,104,CA6,CB2,CC6,CD5,CE8
77,105,CA4,CB2,CC6,CD1,CE8
77,106,CA6,CB3,CC6,CD5,CE6
77,107,CA4,CB2,CC6,CD3,CE9
77,108,CA4,CB1,CC6,CD3,CE8
77,109,CA7,CB1,CC4,CD2,CE3
77,110,CA5,CB3,CC7,CD6,CE9
77,111,CA8,CB2,CC4,CD5,CE9
77,112,CA4,CB3,CC3,CD2,CE6
77,113,CA6,CB2,CC7,CD3,CE4
77,114,CA3,CB2,CC6,CD5,CE6
77,115,CA6,CB2,CC6,CD3,CE3
77,116,CA2,CB2,CC6,CD6,CE8
77,117,CA6,CB2,CC3,CD2,CE6
77,118,CA1,CB3,CC4,CD3,CE6
77,119,CA8,CB1,CC4,CD5,CE9
77,120,CA8,CB2,CC2,CD3,CE6
77,121,CA6,CB2,CC6,CD3,CE8
77,122,CA6,CB2,CC7,CD5,CE1
77,123,CA7,CB2,CC7,CD5,CE8
77,124,CA2,CB3,CC6,CD6,CE2
77,125,CA6,CB3,CC6,CD3,CE7
77,126,CA7,CB2,CC6,CD2,CE3
77,127,CA2,CB2,CC2,CD3,CE8
77,128,CA2,CB2,CC2,CD3,CE8
77,129,CA2,CB2,CC6,CD6,CE9
77,130,CA1,CB2,CC2,CD6,CE7
77,131,CA8,CB2,CC4,CD4,CE7
77,132,CA7,CB2,CC2,CD5,CE9
77,133,CA1,CB2,CC5,CD3,CE6
77,134,CA8,CB2,CC5,CD3,CE9
77,135,CA1,CB3,CC6,CD3,CE9
77,136,CA7,CB2,CC7,CD3,CE8
77,137,CA2,CB1,CC4,CD3,CE7
77,138,CA6,CB2,CC5,CD2,CE2
77,139,CA2,CB3,CC2,CD3,CE6
77,140,CA6,CB2,CC2,CD2,CE9
77,141,CA1,CB2,CC6,CD5,CE3
77,142,CA3,CB2,CC5,CD5,CE6
77,143,CA6,CB2,CC4,CD2,CE3
77,144,CA2,CB2,CC2,CD3,CE9
77,145,CA6,CB1,CC6,CD3,CE8
77,146,CA1,CB2,CC2,CD3,CE3
77,147,CA2,CB2,CC2,CD3,CE7
77,148,CA6,CB2,CC4,CD5,CE9
77,149,CA2,CB2,CC6,CD2,CE8
77,150,CA7,CB3,CC6,CD5,CE4
77,151,CA1,CB2,CC4,CD5,CE8
77,152,CA6,CB2,CC7,CD5,CE6
77,153,CA2,CB2,CC7,CD6,CE8
77,154,CA1,CB2,CC5,CD2,CE6
77,155,CA4,CB2,CC6,CD3,CE6
77,156,CA8,CB3,CC5,CD2,CE8
77,157,CA3,CB2,CC2,CD5,CE9
77,158,CA6,CB2,CC7,CD3,CE9
77,159,CA7,CB3,CC5,CD3,CE8
77,160,CA7,CB2,CC2,CD3,CE8
77,161,CA4,CB2,CC2,CD1,CE7
77,162,CA8,CB2,CC4,CD3,CE9
77,163,CA4,CB2,CC1,CD3,CE9
77,164,CA8,CB3,CC4,CD3,CE9
77,165,CA1,CB2,CC2,CD3,CE9
77,166,CA7,CB2,CC3,CD3,CE6
77,167,CA6,CB2,CC3,CD6,CE6
77,168,CA6,CB2,CC6,CD2,CE8
77,169,CA2,CB1,CC3,CD6,CE7
77,170,CA4,CB2,CC2,CD3,CE9
77,171,CA4,CB1,CC5,CD3,CE9
77,172,CA4,CB2,CC5,CD3,CE9
77,173,CA6,CB3,CC3,CD5,CE7
77,174,CA1,CB1,CC7,CD3,CE8
77,175,CA6,CB2,CC2,CD3,CE7
77,176,CA5,CB2,CC2,CD5,CE6
77,177,CA2,CB3,CC1,CD1,CE8
77,178,CA2,CB2,CC7,CD3,CE6
77,179,CA1,CB2,CC7,CD3,CE7
77,180,CA2,CB3,CC5,CD3,CE7
77,181,CA2,CB2,CC6,CD5,CE9
77,182,CA2,CB3,CC2,CD3,CE3
77,183,CA1,CB2,CC5,CD3,CE7
77,184,CA6,CB2,CC6,CD5,CE3
77,185,CA8,CB2,CC4,CD6,CE9
77,186,CA5,CB3,CC6,CD3,CE6
77,187,CA4,CB2,CC7,CD5,CE6
77,188,CA3,CB2,CC5,CD3,CE8
77,189,CA4,CB3,CC4,CD5,CE9
77,190,CA4,CB1,CC7,CD2,CE6
77,191,CA2,CB3,CC2,CD6,CE6
77,192,CA8,CB3,CC7,CD3,CE8
77,193,CA3,CB2,CC7,CD2,CE9
77,194,CA1,CB2,CC4,CD5,CE3
77,195,CA1,CB2,CC4,CD3,CE3
77,196,CA5,CB2,CC2,CD3,CE9
77,197,CA4,CB2,CC2,CD3,CE9
77,198,CA6,CB2,CC6,CD3,CE9
77,199,CA4,CB2,CC6,CD3,CE3
77,200,CA6,CB2,CC2,CD3,CE8
77,201,CA8,CB1,CC4,CD3,CE6
77,202,CA5,CB2,CC4,CD3,CE7
77,203,CA1,CB3,CC6,CD6,CE6
77,204,CA1,CB3,CC2,CD3,CE6
77,205,CA2,CB2,CC6,CD2,CE8
77,206,CA1,CB2,CC5,CD5,CE7
77,207,CA8,CB2,CC4,CD2,CE3
77,208,CA4,CB2,CC2,CD3,CE9
77,209,CA8,CB2,CC2,CD3,CE9
77,210,CA6,CB2,CC2,CD2,CE3
77,211,CA1,CB2,CC3,CD6,CE8
77,212,CA6,CB2,CC6,CD2,CE7
77,213,CA8,CB2,CC6,CD2,CE7
77,214,CA6,CB2,CC7,CD5,CE8
77,215,CA8,CB2,CC1,CD3,CE2
77,216,CA8,CB2,CC7,CD3,CE8
77,217,CA8,CB2,CC5,CD2,CE8
77,218,CA8,CB2,CC4,CD5,CE8
77,219,CA4,CB1,CC6,CD3,CE6
77,220,CA8,CB2,CC6,CD6,CE3
77,221,CA5,CB2,CC5,CD2,CE7
77,222,CA2,CB2,CC4,CD5,CE6
77,223,CA6,CB2,CC6,CD6,CE8
77,224,CA1,CB2,CC2,CD3,CE9
77,225,CA1,CB2,CC6,CD3,CE6
77,226,CA4,CB2,CC3,CD5,CE4
77,227,CA6,CB2,CC3,CD5,CE8
77,228,CA2,CB2,CC2,CD2,CE8
77,229,CA6,CB2,CC7,CD2,CE8
77,230,CA7,CB2,CC2,CD2,CE9
77,231,CA1,CB2,CC2,CD6,CE9
77,232,CA6,CB2,CC6,CD5,CE6
77,233,CA6,CB2,CC7,CD5,CE6
77,234,CA3,CB2,CC7,CD3,CE3
77,235,CA6,CB2,CC3,CD2,CE3
77,236,CA2,CB1,CC4,CD6,CE7
77,237,CA8,CB2,CC6,CD3,CE8
77,238,CA8,CB2,CC2,CD6,CE9
77,239,CA8,CB2,CC7,CD1,CE6
77,240,CA2,CB2,CC6,CD3,CE6
77,241,CA8,CB1,CC2,CD5,CE9
77,242,CA1,CB3,CC1,CD5,CE7
77,243,CA2,CB2,CC7,CD2,CE6
77,244,CA5,CB2,CC4,CD3,CE6
77,245,CA5,CB2,CC5,CD3,CE9
77,246,CA1,CB2,CC4,CD6,CE2
77,247,CA6,CB2,CC4,CD5,CE9
77,248,CA1,CB2,CC3,CD5,CE3
77,249,CA1,CB2,CC6,CD5,CE8
77,250,CA8,CB3,CC7,CD3,CE6
77,251,CA8,CB3,CC2,CD3,CE9
77,252,CA8,CB2,CC3,CD6,CE3
77,253,CA4,CB2,CC3,CD6,CE3
77,254,CA3,CB2,CC2,CD5,CE9
77,255,CA1,CB2,CC3,CD2,CE8
77,256,CA3,CB3,CC7,CD5,CE9
77,257,CA1,CB2,CC7,CD3,CE6
77,258,CA7,CB2,CC6,CD3,CE6
77,259,CA8,CB2,CC6,CD3,CE4
77,260,CA1,CB3,CC4,CD5,CE6
77,261,CA6,CB3,CC2,CD1,CE3
77,262,CA4,CB2,CC7,CD2,CE8
77,263,CA1,CB2,CC6,CD3,CE8
77,264,CA5,CB3,CC7,CD3,CE9
77,265,CA8,CB3,CC5,CD6,CE2
77,266,CA8,CB1,CC6,CD6,CE9
77,267,CA8,CB3,CC2,CD5,CE6
77,268,CA7,CB2,CC4,CD3,CE7
77,269,CA2,CB1,CC5,CD3,CE6
77,270,CA1,CB2,CC1,CD1,CE6
77,271,CA6,CB2,CC6,CD3,CE8
77,272,CA2,CB3,CC2,CD2,CE6
77,273,CA2,CB3,CC5,CD3,CE9
77,274,CA3,CB3,CC7,CD3,CE8
77,275,CA6,CB2,CC3,CD6,CE8
77,276,CA4,CB2,CC4,CD3,CE6
77,277,CA6,CB2,CC4,CD3,CE9
77,278,CA2,CB2,CC4,CD3,CE3
77,279,CA4,CB2,CC2,CD3,CE8
77,280,CA6,CB3,CC1,CD3,CE9
77,281,CA2,CB1,CC6,CD3,CE6
77,282,CA8,CB2,CC6,CD1,CE6
77,283,CA6,CB2,CC4,CD3,CE3
77,284,CA1,CB2,CC6,CD5,CE8
77,285,CA8,CB2,CC6,CD2,CE4
77,286,CA4,CB2,CC5,CD3,CE8
77,287,CA4,CB3,CC1,CD3,CE8
77,288,CA8,CB2,CC4,CD2,CE7
77,289,CA2,CB3,CC7,CD6,CE6
77,290,CA1,CB2,CC7,CD3,CE6
77,291,CA8,CB2,CC2,CD2,CE9
77,292,CA8,CB1,CC7,CD3,CE9
77,293,CA6,CB2,CC6,CD6,CE3
77,294,CA4,CB3,CC2,CD3,CE6
77,295,CA5,CB3,CC2,CD6,CE9
77,296,CA6,CB2,CC6,CD1,CE8
77,297,CA4,CB2,CC6,CD3,CE3
77,298,CA1,CB3,CC5,CD3,CE9
77,299,CA2,CB2,CC6,CD3,CE8
77,300,CA2,CB2,CC7,CD5,CE9
77,301,CA5,CB2,CC7,CD3,CE6
77,302,CA8,CB2,CC6,CD3,CE3
77,303,CA5,CB2,CC2,CD2,CE6
77,304,CA3,CB3,CC7,CD2,CE9
77,305,CA5,CB3,CC2,CD3,CE3
77,306,CA4,CB1,CC5,CD2,CE9
77,307,CA1,CB2,CC7,CD5,CE3
77,308,CA5,CB1,CC6,CD2,CE7
77,309,CA7,CB3,CC6,CD3,CE6
77,310,CA4,CB2,CC2,CD2,CE9
77,311,CA7,CB3,CC5,CD2,CE3
77,312,CA5,CB3,CC7,CD3,CE8
77,313,CA4,CB2,CC7,CD3,CE7
77,314,CA4,CB3,CC7,CD2,CE8
77,315,CA1,CB2,CC7,CD3,CE9
77,316,CA8,CB3,CC5,CD3,CE6
77,317,CA5,CB3,CC6,CD3,CE6
77,318,CA4,CB3,CC3,CD2,CE2
77,319,CA3,CB2,CC5,CD5,CE9
77,320,CA8,CB3,CC6,CD5,CE7
77,321,CA6,CB2,CC6,CD3,CE8
77,322,CA2,CB2,CC2,CD5,CE6
77,323,CA3,CB3,CC7,CD6,CE9
77,324,CA4,CB2,CC2,CD3,CE8
77,325,CA1,CB3,CC5,CD3,CE3
77,326,CA4,CB2,CC4,CD3,CE2
77,327,CA4,CB2,CC2,CD3,CE7
77,328,CA7,CB1,CC3,CD2,CE2
77,329,CA7,CB2,CC2,CD5,CE3
77,330,CA3,CB2,CC7,CD3,CE7
77,331,CA8,CB1,CC7,CD1,CE3
77,332,CA1,CB1,CC2,CD3,CE6
77,333,CA8,CB1,CC3,CD5,CE6
77,334,CA5,CB2,CC2,CD3,CE9
77,335,CA5,CB2,CC6,CD3,CE9
77,336,CA5,CB2,CC7,CD5,CE9
77,337,CA6,CB2,CC7,CD5,CE7
77,338,CA6,CB3,CC7,CD5,CE4
77,339,CA8,CB1,CC7,CD1,CE7
77,340,CA6,CB2,CC2,CD6,CE8
77,341,CA8,CB2,CC7,CD3,CE7
77,342,CA7,CB2,CC6,CD1,CE9
77,343,CA4,CB2,CC6,CD6,CE6
77,344,CA1,CB2,CC5,CD3,CE7
77,345,CA4,CB2,CC4,CD2,CE2
77,346,CA1,CB2,CC6,CD2,CE6
77,347,CA2,CB2,CC2,CD6,CE8
77,348,CA3,CB1,CC2,CD3,CE7
77,349,CA6,CB2,CC6,CD3,CE8
77,350,CA7,CB2,CC3,CD1,CE7
77,351,CA4,CB1,CC5,CD3,CE3
77,352,CA8,CB2,CC6,CD5,CE8
77,353,CA4,CB1,CC5,CD3,CE6
77,354,CA3,CB3,CC2,CD1,CE8
77,355,CA2,CB3,CC6,CD5,CE4
77,356,CA1,CB1,CC2,CD1,CE8
77,357,CA1,CB2,CC3,CD6,CE8
77,358,CA8,CB2,CC3,CD6,CE6
77,359,CA1,CB2,CC6,CD2,CE9
77,360,CA7,CB3,CC4,CD3,CE4
77,361,CA4,CB1,CC2,CD3,CE3
77,362,CA1,CB2,CC5,CD3,CE9
77,363,CA6,CB2,CC3,CD2,CE8
77,364,CA7,CB2,CC7,CD5,CE6
77,365,CA2,CB3,CC7,CD2,CE9
77,366,CA8,CB3,CC3,CD2,CE8
77,367,CA6,CB3,CC4,CD6,CE8
77,368,CA7,CB3,CC6,CD3,CE8
77,369,CA2,CB2,CC7,CD3,CE3
77,370,CA3,CB2,CC7,CD5,CE3
77,371,CA7,CB2,CC4,CD3,CE6
77,372,CA8,CB2,CC2,CD3,CE2
77,373,CA4,CB2,CC4,CD5,CE3
77,374,CA1,CB3,CC6,CD2,CE9
77,375,CA8,CB2,CC3,CD6,CE2
77,376,CA3,CB2,CC2,CD5,CE9
77,377,CA8,CB2,CC2,CD3,CE2
77,378,CA4,CB2,CC2,CD1,CE6
77,379,CA1,CB2,CC2,CD3,CE9
77,380,CA8,CB3,CC4,CD3,CE9
77,381,CA6,CB3,CC2,CD3,CE8
77,382,CA6,CB3,CC1,CD3,CE6
77,383,CA6,CB3,CC2,CD2,CE3
77,384,CA7,CB2,CC1,CD3,CE9
77,385,CA2,CB2,CC2,CD5,CE7
77,386,CA8,CB2,CC5,CD2,CE9
77,387,CA1,CB3,CC6,CD3,CE9
77,388,CA2,CB3,CC5,CD3,CE3
77,389,CA7,CB2,CC6,CD6,CE8
77,390,CA6,CB2,CC5,CD5,CE4
77,391,CA7,CB2,CC7,CD5,CE4
77,392,CA8,CB3,CC3,CD6,CE8
77,393,CA7,CB1,CC2,CD3,CE4
77,394,CA1,CB1,CC6,CD3,CE3
77,395,CA8,CB2,CC6,CD6,CE7
77,396,CA1,CB2,CC5,CD1,CE9
77,397,CA2,CB1,CC2,CD3,CE8
77,398,CA8,CB2,CC1,CD6,CE8
77,399,CA8,CB3,CC4,CD5,CE7
77,400,CA7,CB2,CC7,CD2,CE9
77,401,CA2,CB2,CC6,CD3,CE8
77,402,CA2,CB2,CC7,CD3,CE9
77,403,CA4,CB2,CC4,CD3,CE7
77,404,CA1,CB3,CC4,CD3,CE4
77,405,CA7,CB2,CC4,CD6,CE3
77,406,CA2,CB3,CC3,CD3,CE9
77,407,CA2,CB2,CC1,CD3,CE8
77,408,CA6,CB2,CC4,CD5,CE6
77,409,CA7,CB3,CC6,CD6,CE8
77,410,CA8,CB2,CC7,CD5,CE5
77,411,CA1,CB1,CC2,CD5,CE9
77,412,CA8,CB1,CC6,CD3,CE2
77,413,CA5,CB3,CC4,CD2,CE2
77,414,CA3,CB2,CC2,CD3,CE5
77,415,CA1,CB2,CC6,CD6,CE6
77,416,CA8,CB2,CC4,CD5,CE4
77,417,CA4,CB2,CC2,CD5,CE8
77,418,CA8,CB2,CC7,CD2,CE8
77,419,CA4,CB2,CC7,CD3,CE7
77,420,CA8,CB2,CC4,CD4,CE7
77,421,CA5,CB2,CC6,CD2,CE9
77,422,CA2,CB2,CC2,CD5,CE9
77,423,CA8,CB3,CC6,CD5,CE8
77,424,CA1,CB2,CC4,CD2,CE8
77,425,CA5,CB2,CC2,CD3,CE6
77,426,CA8,CB1,CC1,CD6,CE8
77,427,CA5,CB2,CC7,CD3,CE8
77,428,CA5,CB1,CC4,CD2,CE9
77,429,CA8,CB2,CC6,CD2,CE8
77,430,CA5,CB2,CC2,CD5,CE6
77,431,CA1,CB2,CC7,CD3,CE9
77,432,CA8,CB3,CC4,CD2,CE8
77,433,CA6,CB2,CC2,CD3,CE3
77,434,CA8,CB2,CC6,CD6,CE3
77,435,CA4,CB2,CC5,CD5,CE6
77,436,CA8,CB2,CC5,CD2,CE8
77,437,CA8,CB3,CC7,CD6,CE8
77,438,CA7,CB3,CC3,CD2,CE9
77,439,CA5,CB2,CC3,CD5,CE3
77,440,CA2,CB2,CC6,CD6,CE9
77,441,CA1,CB2,CC7,CD3,CE3
77,442,CA8,CB2,CC6,CD3,CE9
77,443,CA1,CB3,CC2,CD3,CE8
77,444,CA1,CB3,CC5,CD6,CE6
77,445,CA4,CB2,CC6,CD5,CE6
77,446,CA2,CB1,CC7,CD5,CE4
77,447,CA6,CB2,CC3,CD2,CE8
77,448,CA6,CB2,CC4,CD3,CE8
77,449,CA6,CB1,CC4,CD6,CE7
77,450,CA5,CB2,CC7,CD3,CE9
77,451,CA1,CB2,CC4,CD5,CE9
77,452,CA8,CB2,CC4,CD3,CE9
77,453,CA3,CB3,CC7,CD5,CE7
77,454,CA4,CB2,CC2,CD3,CE9
77,455,CA1,CB2,CC4,CD5,CE9
77,456,CA3,CB3,CC6,CD5,CE9
77,457,CA7,CB2,CC6,CD3,CE8
77,458,CA6,CB2,CC7,CD1,CE8
77,459,CA1,CB2,CC4,CD5,CE9
77,460,CA7,CB3,CC5,CD2,CE3
77,461,CA2,CB2,CC3,CD5,CE4
77,462,CA6,CB2,CC5,CD3,CE8
77,463,CA1,CB2,CC5,CD3,CE3
77,464,CA6,CB2,CC6,CD2,CE8
77,465,CA2,CB2,CC7,CD2,CE9
77,466,CA6,CB2,CC6,CD3,CE3
77,467,CA4,CB1,CC5,CD3,CE3
77,468,CA8,CB2,CC7,CD3,CE9
77,469,CA1,CB1,CC6,CD6,CE8
77,470,CA7,CB2,CC3,CD1,CE6
77,471,CA1,CB2,CC6,CD2,CE6
77,472,CA7,CB3,CC5,CD6,CE6
77,473,CA8,CB1,CC2,CD5,CE7
77,474,CA6,CB2,CC4,CD6,CE8
77,475,CA2,CB2,CC2,CD6,CE3
77,476,CA1,CB1,CC4,CD5,CE6
77,477,CA8,CB1,CC7,CD3,CE9
77,478,CA7,CB2,CC4,CD5,CE7
77,479,CA4,CB2,CC2,CD3,CE3
77,480,CA5,CB3,CC6,CD3,CE6
77,481,CA7,CB2,CC4,CD3,CE6
77,482,CA4,CB2,CC2,CD2,CE9
77,483,CA7,CB3,CC2,CD3,CE7
77,484,CA8,CB1,CC7,CD5,CE8
77,485,CA4,CB3,CC2,CD5,CE3
77,486,CA8,CB2,CC3,CD1,CE3
77,487,CA2,CB2,CC2,CD3,CE2
77,488,CA1,CB2,CC6,CD1,CE8
77,489,CA6,CB2,CC7,CD5,CE8
77,490,CA6,CB2,CC6,CD4,CE6
77,491,CA5,CB3,CC5,CD3,CE9
77,492,CA6,CB2,CC3,CD2,CE6
77,493,CA6,CB2,CC5,CD1,CE8
77,494,CA6,CB2,CC4,CD3,CE8
77,495,CA8,CB3,CC2,CD5,CE9
77,496,CA1,CB2,CC3,CD6,CE9
77,497,CA1,CB2,CC3,CD3,CE9
77,498,CA3,CB3,CC2,CD1,CE4
77,499,CA4,CB2,CC2,CD3,CE7
77,500,CA1,CB2,CC7,CD3,CE9
77,501,CA7,CB2,CC6,CD3,CE8
77,502,CA6,CB1,CC4,CD2,CE9
77,503,CA2,CB2,CC2,CD2,CE7
77,504,CA4,CB2,CC5,CD2,CE7
77,505,CA8,CB2,CC2,CD3,CE9
77,506,CA2,CB2,CC7,CD5,CE4
77,507,CA8,CB2,CC2,CD6,CE4
77,508,CA1,CB3,CC7,CD3,CE6
77,509,CA6,CB3,CC6,CD3,CE1
77,510,CA1,CB2,CC4,CD3,CE9
77,511,CA7,CB2,CC7,CD5,CE8
77,512,CA7,CB2,CC6,CD2,CE2
77,513,CA3,CB1,CC2,CD3,CE9
77,514,CA6,CB2,CC6,CD3,CE7
77,515,CA4,CB3,CC4,CD3,CE8
77,516,CA8,CB2,CC7,CD3,CE3
77,517,CA8,CB3,CC7,CD5,CE9
77,518,CA2,CB3,CC4,CD3,CE2
77,519,CA2,CB2,CC5,CD5,CE9
77,520,CA8,CB2,CC2,CD3,CE3
77,521,CA7,CB3,CC4,CD3,CE6
77,522,CA8,CB2,CC7,CD3,CE4
77,523,CA2,CB1,CC6,CD3,CE3
77,524,CA6,CB2,CC5,CD5,CE9
77,525,CA8,CB2,CC4,CD4,CE6
77,526,CA4,CB2,CC7,CD3,CE9
77,527,CA5,CB2,CC2,CD4,CE9
77,528,CA6,CB2,CC7,CD3,CE6
77,529,CA8,CB3,CC3,CD5,CE9
77,530,CA8,CB2,CC2,CD2,CE9
77,531,CA1,CB3,CC5,CD6,CE8
77,532,CA1,CB2,CC6,CD2,CE8
77,533,CA8,CB3,CC6,CD3,CE6
77,534,CA4,CB2,CC6,CD2,CE3
77,535,CA8,CB2,CC7,CD3,CE6
77,536,CA2,CB2,CC5,CD5,CE3
77,537,CA5,CB2,CC5,CD1,CE7
77,538,CA1,CB2,CC7,CD6,CE8
77,539,CA1,CB2,CC6,CD2,CE9
77,540,CA6,CB2,CC6,CD2,CE3
77,541,CA5,CB2,CC7,CD2,CE3
77,542,CA1,CB2,CC3,CD3,CE3
77,543,CA7,CB2,CC4,CD6,CE8
77,544,CA6,CB2,CC4,CD6,CE6
77,545,CA7,CB3,CC3,CD1,CE3
77,546,CA5,CB2,CC2,CD3,CE4
77,547,CA7,CB2,CC2,CD1,CE6
77,548,CA1,CB2,CC7,CD6,CE4
77,549,CA7,CB2,CC4,CD3,CE9
77,550,CA3,CB2,CC2,CD5,CE7
77,551,CA8,CB3,CC7,CD3,CE7
77,552,CA2,CB2,CC5,CD6,CE9
77,553,CA7,CB2,CC1,CD1,CE9
77,554,CA8,CB2,CC4,CD5,CE3
77,555,CA1,CB2,CC5,CD3,CE3
77,556,CA4,CB3,CC6,CD3,CE8
77,557,CA4,CB3,CC4,CD6,CE3
77,558,CA2,CB1,CC5,CD3,CE7
77,559,CA4,CB2,CC2,CD6,CE3
77,560,CA5,CB2,CC7,CD2,CE6
77,561,CA6,CB2,CC7,CD3,CE2
77,562,CA7,CB2,CC5,CD5,CE9
77,563,CA6,CB3,CC3,CD3,CE8
77,564,CA1,CB3,CC4,CD2,CE9
78,1,CA4,CB3,CC4,CD6,CE6
78,2,CA8,CB2,CC6,CD3,CE6
78,3,CA7,CB2,CC7,CD3,CE9
78,4,CA4,CB2,CC5,CD6,CE7
78,5,CA4,CB2,CC2,CD3,CE9
78,6,CA7,CB2,CC6,CD6,CE9
78,7,CA4,CB3,CC3,CD3,CE2
78,8,CA5,CB2,CC6,CD2,CE3
78,9,CA6,CB2,CC3,CD2,CE8
78,10,CA7,CB2,CC3,CD5,CE9
78,11,CA1,CB2,CC5,CD5,CE3
78,12,CA1,CB2,CC7,CD2,CE9
78,13,CA5,CB3,CC6,CD2,CE7
78,14,CA7,CB2,CC2,CD2,CE8
78,15,CA7,CB2,CC6,CD6,CE8
78,16,CA8,CB3,CC7,CD3,CE9
78,17,CA6,CB2,CC7,CD5,CE6
78,18,CA8,CB2,CC2,CD3,CE8
78,19,CA1,CB2,CC6,CD3,CE7
78,20,CA8,CB3,CC6,CD6,CE2
78,21,CA6,CB2,CC4,CD6,CE6
78,22,CA7,CB3,CC2,CD5,CE5
78,23,CA8,CB2,CC6,CD5,CE9
78,24,CA4,CB3,CC5,CD3,CE9
78,25,CA1,CB2,CC3,CD3,CE9
78,26,CA6,CB2,CC2,CD6,CE7
78,27,CA4,CB2,CC2,CD3,CE9
78,28,CA8,CB2,CC2,CD2,CE6
78,29,CA2,CB3,CC6,CD3,CE9
78,30,CA1,CB3,CC5,CD2,CE7
78,31,CA6,CB2,CC4,CD3,CE3
78,32,CA4,CB2,CC2,CD5,CE8
78,33,CA2,CB1,CC2,CD3,CE8
78,34,CA4,CB2,CC6,CD3,CE8
78,35,CA7,CB1,CC5,CD5,CE2
78,36,CA1,CB3,CC4,CD2,CE9
78,37,CA1,CB2,CC5,CD3,CE9
78,38,CA8,CB2,CC4,CD3,CE3
78,39,CA1,CB1,CC7,CD3,CE3
78,40,CA4,CB2,CC7,CD5,CE9
78,41,CA3,CB2,CC2,CD3,CE3
78,42,CA8,CB3,CC5,CD1,CE7
78,43,CA1,CB3,CC7,CD3,CE4
78,44,CA2,CB3,CC6,CD4,CE3
78,45,CA1,CB2,CC6,CD2,CE2
